cod_zona,glosa_zona,votos_2016,votos_2017,votos_2020,electores_2016,electores_2017,electores_2020,electores_2021,part_2016,part_2017,part_2020
2800,MELIPILLA,29786,41722,43134,90966,92804,96589,97217,0.3274410219202779,0.4495711391750356,0.4465725910818002
2628,MOLINA,19245,18608,19177,37419,37949,38926,39426,0.514310911568989,0.4903423015099212,0.4926527256846324
2538,MONTE PATRIA,11558,11007,11199,26550,27066,27916,28025,0.4353295668549906,0.4066725781423188,0.4011677890815303
2588,MOSTAZAL,10302,9686,11438,19381,19782,20649,20983,0.531551519529436,0.4896370437771712,0.553925129546225
2665,MULCHEN,13255,11649,10136,25929,26264,26725,26828,0.5112036715646573,0.4435348766372221,0.3792703461178671
2666,NACIMIENTO,11871,10686,10403,23950,24219,24636,24671,0.4956576200417537,0.4412238325281804,0.42226822536126
2606,NANCAGUA,7498,7045,7059,14494,14681,15115,15241,0.5173175106940803,0.4798719433281112,0.4670195170360569
2756,NATALES,7201,7591,7798,21128,21392,22396,22709,0.3408273381294964,0.3548522812266268,0.3481871762814788
2600,NAVIDAD,3471,2844,2914,5669,5779,6291,7008,0.612277297583348,0.4921266655130646,0.4632013988237164
2667,NEGRETE,5373,4248,3704,8530,8640,8912,9086,0.6298944900351701,0.4916666666666666,0.4156193895870736
2838,NINHUE,4324,2840,1920,6157,6049,6027,6325,0.7022900763358778,0.4694990907588031,0.3185664509706321
2562,NOGALES,9068,9047,10811,19101,19211,19641,19698,0.4747395424323334,0.4709281141012962,0.5504302224937629
2685,NUEVA IMPERIAL,13601,13967,12100,29637,29880,30516,30689,0.4589195937510544,0.4674364123159304,0.3965133044960021
2743,O'HIGGINS,430,237,236,740,699,714,791,0.581081081081081,0.3390557939914163,0.3305322128851541
2589,OLIVAR,6168,5987,6485,11723,11900,12305,12496,0.5261451846796895,0.503109243697479,0.5270215359609914
2513,OLLAGUE,1079,265,379,2202,2027,1788,1694,0.4900090826521344,0.1307350764676862,0.2119686800894855
2577,OLMUE,7955,7297,7878,14850,15216,16111,16406,0.5356902356902357,0.4795609884332282,0.4889826826391906
2726,OSORNO,37479,63938,70252,138682,140080,142947,143162,0.2702513664354422,0.4564391776127927,0.4914548748836982
2536,OVALLE,30350,36512,40338,87001,88386,91515,91832,0.3488465649820117,0.4130970968252891,0.4407801999672185
2808,PADRE HURTADO,14824,20113,26116,37889,39404,42789,44714,0.3912481195069809,0.5104304131560248,0.6103437799434434
2686,PADRE LAS CASAS,16272,24192,23953,54530,55662,57937,58858,0.298404547955254,0.4346232618303331,0.4134318311269137
2530,PAIHUANO,2993,2156,2414,4727,4769,5122,5389,0.6331711444891052,0.4520863912769973,0.4713002733307302
2816,PAILLACO,8800,8630,7673,18478,18706,19020,19259,0.4762420175343652,0.4613492996899389,0.4034174553101998
2799,PAINE,18731,23409,27952,47780,49054,52520,53793,0.3920259522812892,0.4772087903127166,0.5322162985529322
2736,PALENA,1183,783,636,2321,2302,2341,2362,0.5096940973718225,0.3401390095569069,0.2716787697565143
2607,PALMILLA,6009,4897,4336,9986,10094,10300,10428,0.6017424394151812,0.4851396869427382,0.4209708737864077
2817,PANGUIPULLI,12551,13241,12449,32816,33374,34621,35236,0.3824658703071672,0.3967459699167016,0.3595794460009821
2572,PANQUEHUE,3609,3097,3591,6137,6197,6371,6599,0.5880723480527945,0.4997579473939003,0.5636477789985873
2555,PAPUDO,3587,2993,3498,5184,5305,5643,6102,0.6919367283950617,0.5641847313854854,0.6198830409356725
2601,PAREDONES,4703,2932,2471,6581,6587,6660,7074,0.7146330344932381,0.4451191741308638,0.371021021021021
2637,PARRAL,17824,17240,14897,36525,37035,37730,37860,0.4879945242984257,0.4655056028081545,0.3948316989133316
2778,PEDRO AGUIRRE CERDA,28547,46720,55776,96273,95614,94170,93161,0.2965213507421603,0.4886313719748154,0.5922905383880217
2617,PELARCO,4561,3836,3391,8040,8097,8385,8540,0.5672885572139303,0.4737557119920958,0.4044126416219439
2624,PELLUHUE,4963,3676,2917,6895,6851,7375,7848,0.7197969543147208,0.5365640052547074,0.3955254237288136
2830,PEMUCO,5054,3836,2880,7903,8064,8132,8351,0.6395039858281665,0.4756944444444444,0.3541564190850959
2618,PENCAHUE,6656,5319,4169,10320,10231,10232,10505,0.6449612403100775,0.5198905287850649,0.4074472243940578
2648,PENCO,20291,21261,23135,40892,41331,42048,42200,0.4962095275359483,0.5144080714233868,0.5502045281582952
2608,PERALILLO,5678,4473,4540,9642,9766,10058,10082,0.5888819746940469,0.4580176121236945,0.4513819844899583
2687,PERQUENCO,3509,3005,2553,6347,6379,6631,6821,0.5528596187175043,0.4710769713121179,0.3850098024430704
2556,PETORCA,4808,4188,4639,9069,9119,9320,9462,0.5301576800088212,0.4592608838688453,0.4977467811158798
2590,PEUMO,7252,6196,6230,12311,12468,12719,12828,0.5890666883275121,0.4969521976259224,0.4898183819482664
2809,PEÑAFLOR,26372,34074,43186,66651,68024,71945,72543,0.3956729831510405,0.5009114430201106,0.6002640906247828
2779,PEÑALOLEN,50031,91593,115246,183451,185846,192235,191707,0.2727213261306834,0.4928435371221334,0.5995058131973886
2507,PICA,3140,2405,2435,5100,5000,5460,5779,0.615686274509804,0.481,0.445970695970696
2591,PICHIDEGUA,8077,7329,6471,15838,16114,16499,16858,0.5099760070716,0.4548218940052128,0.3922055882174677
2596,PICHILEMU,8263,7019,7618,12989,13345,14981,15875,0.6361536684887212,0.5259647808167853,0.5085107803217409
2831,PINTO,5917,5371,4300,10578,10716,11019,11329,0.5593685006617508,0.5012131392310564,0.3902350485525002
2791,PIRQUE,8053,10651,13102,20428,20881,21736,22646,0.3942138241629137,0.5100809348211293,0.6027788001472212
2688,PITRUFQUEN,9407,10061,8567,21681,22039,22765,23103,0.4338822010054887,0.4565089160125233,0.3763233033164946
2609,PLACILLA,5775,4186,3945,7964,7930,8118,8240,0.7251381215469613,0.5278688524590164,0.4859571322985957
2839,PORTEZUELO,4088,2845,2037,5878,5818,5758,5845,0.695474651241919,0.4889996562392575,0.3537686696769712
2753,PORVENIR,2171,2043,1895,6185,6183,6156,6159,0.3510105092966855,0.3304221251819505,0.3078297595841456
2503,POZO ALMONTE,5217,4322,4843,11189,11215,11866,11898,0.4662615068370721,0.3853767275969683,0.4081409067925164
2754,PRIMAVERA,536,289,253,1526,1416,1265,1341,0.3512450851900393,0.2040960451977401,0.2
2780,PROVIDENCIA,61484,89851,91745,162963,164311,169757,170255,0.3772880960708873,0.5468349654009774,0.5404489947395394
2545,PUCHUNCAVI,7757,6642,8658,13809,14026,15245,16007,0.5617351002969078,0.4735491230571795,0.5679239094785176
2689,PUCON,9075,9961,11376,24455,25198,27403,28338,0.3710897566959722,0.3953091515199619,0.4151370287924679
2781,PUDAHUEL,38961,76018,99728,161613,163680,168418,168984,0.2410759035473631,0.464430596285435,0.5921457326414041
2790,PUENTE ALTO,85471,163377,228628,374571,382776,398965,399739,0.2281837088295677,0.4268214308107091,0.5730527740528618
2707,PUERTO MONTT,44148,74569,88206,171141,174918,184367,186565,0.2579627324837415,0.4263083273305206,0.4784261825597856
2727,PUERTO OCTAY,4388,3986,8567,8684,8772,8891,9024,0.5052970981114694,0.4544003647970816,0.9635586548194804
2715,PUERTO VARAS,15610,18255,21854,36391,37759,41030,42326,0.4289522134593718,0.4834608967398501,0.5326346575676334
2610,PUMANQUE,2765,1784,1574,3903,3833,3859,4333,0.7084294132718422,0.4654317766762327,0.4078776885203421
2539,PUNITAQUI,5084,4565,4175,9944,10130,10557,10763,0.5112630732099759,0.4506416584402764,0.3954721985412523
2747,PUNTA ARENAS,33115,48763,54119,120557,121321,122555,122525,0.2746833448078502,0.4019337130422598,0.4415894904328669
2721,PUQUELDON,2343,1474,1194,4251,4280,4347,4442,0.5511644318983768,0.344392523364486,0.274672187715666
2703,PUREN,6341,5329,4291,11917,12022,12182,12233,0.5320970042796006,0.4432706704375312,0.3522410113281891
2728,PURRANQUE,8260,9010,7891,19534,19632,19775,19882,0.4228524623732978,0.4589445802770986,0.399039190897598
2573,PUTAENDO,5894,5964,7246,13077,13290,13859,14044,0.4507149957941424,0.4487584650112867,0.5228371455371961
2824,PUTRE,2585,1953,1075,6369,6246,5554,6059,0.4058721934369603,0.3126801152737752,0.1935541951746489
2729,PUYEHUE,6018,5549,4693,11002,11114,11456,11597,0.5469914560988911,0.4992801871513407,0.4096543296089386
2722,QUEILEN,3583,2256,1494,5979,5957,6041,6325,0.5992640909851146,0.3787141178445526,0.2473100480052971
2723,QUELLON,8812,8321,8657,21077,21481,22566,22826,0.4180860653793234,0.3873655788836646,0.3836302401843482
2724,QUEMCHI,4513,2928,2324,8752,8795,8966,9067,0.5156535648994516,0.3329164297896532,0.2592014276154361
2668,QUILACO,2560,1920,1554,4158,4150,4255,4360,0.6156806156806157,0.4626506024096386,0.3652173913043478
2782,QUILICURA,37040,60850,84078,125232,128414,138256,139914,0.2957710489331799,0.4738579905617767,0.6081327392662886
2669,QUILLECO,5171,3984,3240,9026,9132,9309,9648,0.5729005096388212,0.4362680683311432,0.3480502739284563
2832,QUILLON,7821,6678,5913,14641,14834,15370,15682,0.5341848234410218,0.4501820142914925,0.3847104749512036
2558,QUILLOTA,24454,34042,38993,72390,73240,75056,75479,0.3378090896532669,0.464800655379574,0.5195187593263696
2575,QUILPUE,38724,63140,74057,126962,129100,133318,134448,0.3050046470597502,0.4890782339271882,0.5554913815088736
2725,QUINCHAO,4147,2619,2989,9111,9128,9241,9410,0.4551640873669191,0.2869193689745837,0.3234498430905746
2592,QUINTA DE TILCOCO,6880,6521,6460,11748,11916,12324,12467,0.5856315968675521,0.5472473984558577,0.5241804608893217
2783,QUINTA NORMAL,24961,46799,55023,101589,101796,102553,102529,0.2457057358572286,0.4597331918739439,0.5365323296246819
2546,QUINTERO,11459,10695,12943,22182,22754,24237,24756,0.5165900279505906,0.4700272479564033,0.5340182365804349
2835,QUIRIHUE,6521,5229,3986,10592,10738,10935,11005,0.6156533232628398,0.4869621903520209,0.3645176040237769
2579,RANCAGUA,52826,89644,107280,187989,189939,194541,194487,0.2810058035310576,0.4719620509742601,0.5514518790383518
2840,RANQUIL,3632,2684,2199,5517,5504,5541,5823,0.6583288018850825,0.4876453488372093,0.3968597726042231
2629,RAUCO,5223,4700,4217,9339,9446,9726,9956,0.5592675875361388,0.4975651069235655,0.4335800945918157
2784,RECOLETA,41062,62807,76259,140760,141758,143902,142696,0.291716396703609,0.4430578873855444,0.5299370404858862
2704,RENAICO,5107,4283,3745,9052,9168,9497,9886,0.5641847105612019,0.4671684118673647,0.3943350531746868
2785,RENCA,31453,49289,65223,114853,115189,117169,116730,0.2738544051962074,0.4278967609754404,0.5566574776604734
2593,RENGO,19145,22713,24849,46304,47074,48249,48595,0.413463199723566,0.4824956451544377,0.515015855250886
2594,REQUINOA,9132,10449,12077,21352,21771,22679,23028,0.4276882727613338,0.4799503927242662,0.5325190705057542
2638,RETIRO,9224,7931,5206,16224,16427,17155,17602,0.5685404339250493,0.4828027028672308,0.3034683765665986
2551,RINCONADA,5711,4399,5434,8499,8675,9195,9470,0.6719614072243794,0.5070893371757925,0.5909733550842851
2821,RIO BUENO,12686,13231,11645,29770,30164,30616,30793,0.4261336916358751,0.4386354594881315,0.3803566762477136
2619,RIO CLARO,6638,5452,4796,11053,11245,11633,12024,0.6005609336831629,0.4848377056469542,0.4122754233645663
2540,RIO HURTADO,2496,2000,1638,4697,4739,4690,4938,0.531403023206302,0.422029964127453,0.3492537313432836
2746,RIO IBAÑEZ,1875,1464,932,2797,2886,2861,2917,0.6703611011798355,0.5072765072765073,0.3257602236980077
2730,RIO NEGRO,6551,6291,5165,13081,13154,13243,13459,0.5008026909257702,0.4782575642390147,0.3900173676659367
2749,RIO VERDE,510,236,183,898,825,771,883,0.5679287305122495,0.2860606060606061,0.2373540856031128
2630,ROMERAL,6958,6752,6452,13022,13178,13699,13823,0.5343265243434189,0.5123691000151768,0.4709832834513468
2690,SAAVEDRA,6412,5302,4021,12681,12801,13030,13270,0.5056383565964829,0.4141863916881494,0.3085955487336915
2631,SAGRADA FAMILIA,9475,7795,7657,15172,15366,15801,15984,0.6245056683364092,0.5072888194715606,0.4845895829377888
2535,SALAMANCA,9901,9632,10523,21727,22174,23171,23431,0.4557002807566622,0.4343826102642735,0.4541452677916361
2563,SAN ANTONIO,23717,37628,44052,76843,77270,78551,78443,0.3086422966307927,0.486967775333247,0.5608076281651411
2796,SAN BERNARDO,52960,94427,119861,218593,221169,228270,228196,0.2422767426221334,0.426945005855251,0.5250843299601349
2842,SAN CARLOS,19059,20824,18128,45668,46396,47391,47717,0.417338179907156,0.4488317958444694,0.3825198877423984
2620,SAN CLEMENTE,15947,16578,14891,34887,35529,36760,37168,0.4571043655229742,0.466604745419235,0.4050870511425462
2552,SAN ESTEBAN,7495,7382,8638,13995,14204,14902,15281,0.5355484101464809,0.5197127569698676,0.5796537377533217
2845,SAN FABIAN,2942,2103,1899,4575,4633,4841,5112,0.6430601092896174,0.4539175480250378,0.3922743234868829
2569,SAN FELIPE,22394,27722,33396,58464,58965,60048,60075,0.3830391351943076,0.4701433053506318,0.5561550759392486
2602,SAN FERNANDO,24506,30726,33307,60112,60962,62749,62989,0.407672344956082,0.5040188970178143,0.5307973035426861
2750,SAN GREGORIO,552,258,205,1201,1072,901,971,0.4596169858451291,0.2406716417910448,0.2275249722530522
2833,SAN IGNACIO,7875,6458,4950,13694,13950,14396,14632,0.5750693734482255,0.4629390681003584,0.3438455126424007
2639,SAN JAVIER,15747,17076,15427,36977,37641,38960,39254,0.4258593179544041,0.453654259982466,0.3959702258726899
2786,SAN JOAQUIN,19955,40021,48221,84181,83527,83179,82325,0.2370487402145377,0.4791384821674429,0.5797256519073324
2792,SAN JOSE DE MAIPO,6255,7344,8928,14613,14860,15619,15853,0.4280435228905769,0.4942126514131898,0.5716114988155452
2731,SAN JUAN DE LA COSTA,3794,3739,3177,7671,7699,7858,8197,0.4945900143397211,0.4856474866865827,0.4043013489437516
2787,SAN MIGUEL,26662,49529,56571,97322,99938,104331,105090,0.2739565565853558,0.4955972703075907,0.5422261839721655
2846,SAN NICOLAS,6816,5615,4741,10450,10618,11446,11730,0.6522488038277512,0.5288189866264833,0.4142058360999476
2732,SAN PABLO,5168,4893,4091,9698,9721,9857,10188,0.5328933800783666,0.5033432774405925,0.4150350005072537
2804,SAN PEDRO,4542,3288,3029,7682,7846,8246,8486,0.5912522780525905,0.4190670405302065,0.3673296143584768
2514,SAN PEDRO DE ATACAMA,3021,2521,3337,5680,5903,6928,7194,0.5318661971830986,0.4270709808571913,0.4816685912240185
2649,SAN PEDRO DE LA PAZ,26196,41656,49632,78376,80495,87799,89479,0.3342349698887415,0.5174979812410708,0.5652911764370893
2621,SAN RAFAEL,4700,4059,3756,7698,7847,8277,8500,0.6105481943361912,0.5172677456352747,0.4537876042044219
2788,SAN RAMON,23506,37444,45267,82969,82960,82360,81793,0.2833106340922513,0.4513500482160077,0.5496236036911122
2670,SAN ROSENDO,3037,2167,1958,4557,4511,4390,4424,0.6664472240509107,0.4803812901795611,0.4460136674259681
2595,SAN VICENTE,17462,17908,19897,38216,38951,40357,40523,0.4569290349591794,0.4597571307540243,0.4930247540699259
2671,SANTA BARBARA,6610,5783,4654,12753,13008,13245,13318,0.5183094173919862,0.4445725707257073,0.3513778784446961
2611,SANTA CRUZ,13108,13516,13556,29771,30272,31031,31217,0.4402942460783985,0.446485200845666,0.4368534691115336
2650,SANTA JUANA,6594,5805,5141,12191,12313,12566,13026,0.5408908210975311,0.4714529359213839,0.4091198472067484
2574,SANTA MARIA,5466,5769,6467,11362,11567,11930,12123,0.4810772751276184,0.498746433820351,0.542078792958927
2758,SANTIAGO,67533,129690,149717,302535,312750,337288,340282,0.2232237592344687,0.4146762589928058,0.4438847513104528
2568,SANTO DOMINGO,5557,6392,6623,10370,10455,10898,11535,0.5358727097396335,0.6113821138211382,0.6077261882914297
2510,SIERRA GORDA,1507,722,856,4069,3588,3166,3364,0.3703612681248464,0.2012263099219621,0.2703727100442198
2805,TALAGANTE,20865,29905,34323,54260,55214,57618,58141,0.3845374124585329,0.5416198790161916,0.5956992606477143
2612,TALCA,56576,88083,97136,172322,174921,179416,179640,0.3283155952228967,0.5035587493782908,0.5414009898782717
2651,TALCAHUANO,35394,60944,67865,132514,133151,132833,132327,0.2670963068053187,0.457705912835803,0.5109046697733244
2511,TALTAL,4839,3978,4665,9997,10133,10408,10511,0.4840452135640692,0.3925787032468173,0.4482129131437356
2675,TEMUCO,59988,105454,117106,225121,228212,235933,236909,0.2664700316718565,0.4620878831963262,0.4963527781192118
2632,TENO,10650,10467,10356,23257,23742,24650,24958,0.4579266457410672,0.4408642911296437,0.4201217038539554
2691,TEODORO SCHMIDT,7838,6719,4819,13848,13835,13991,14036,0.566002310803004,0.4856523310444525,0.3444357086698592
2519,TIERRA AMARILLA,7175,5444,5785,12718,12577,12762,12798,0.5641610316087435,0.4328536216903872,0.4532988559786867
2795,TILTIL,6179,6635,8051,13602,13799,14369,14869,0.45427143067196,0.4808319443437929,0.5603034309972859
2755,TIMAUKEL,592,191,94,1124,974,829,798,0.5266903914590747,0.1960985626283368,0.1133896260554885
2660,TIRUA,5248,3985,3097,8513,8720,9101,9156,0.6164689298719606,0.4569954128440367,0.3402922755741127
2515,TOCOPILLA,8558,8281,10287,21742,21912,22316,22335,0.3936160426823659,0.3779207740051114,0.460969707832945
2692,TOLTEN,5419,4358,3398,10315,10438,10544,10591,0.5253514299563742,0.4175129335121671,0.322268588770865
2652,TOME,22121,23900,23518,48557,49053,49622,49849,0.4555676833412278,0.4872281002181314,0.4739430091491677
2757,TORRES DEL PAINE,1276,558,592,1872,1747,1734,1691,0.6816239316239316,0.3194046937607327,0.3414071510957324
2744,TORTEL,383,238,207,564,546,546,599,0.6790780141843972,0.4358974358974359,0.3791208791208791
2705,TRAIGUEN,8917,8194,6402,18393,18582,18666,18639,0.4848040015223183,0.4409643741254978,0.3429765348762456
2841,TREHUACO,4673,3078,2115,6182,6098,5883,6424,0.7559042381106438,0.5047556575926533,0.3595104538500765
2672,TUCAPEL,7460,5438,5255,12281,12518,12890,13071,0.6074423906847977,0.4344144432017894,0.4076803723816913
2810,VALDIVIA,40953,65281,75152,130664,132345,137420,138619,0.3134222126982184,0.4932638180513053,0.5468781836704992
2522,VALLENAR,17006,19342,21075,44204,44821,45465,45529,0.3847163152655868,0.4315387876218737,0.463543385021445
2541,VALPARAISO,88208,120441,148172,284198,285301,290851,290125,0.3103751609793172,0.4221541459721487,0.509442979394948
2633,VICHUQUEN,3812,2409,2232,5041,4965,5097,5474,0.7561991668319777,0.4851963746223565,0.4379046497939965
2706,VICTORIA,12245,13870,12373,31830,32115,32578,32716,0.3846999685830977,0.4318854118013389,0.3797961814721591
2531,VICUÑA,11319,9966,10857,21667,22062,23097,23678,0.5224073475792679,0.4517269513190101,0.4700610468892064
2693,VILCUN,10072,10302,9119,22614,23004,23981,24470,0.4453878128592907,0.4478351591027647,0.3802593720028356
2640,VILLA ALEGRE,7297,6302,5435,12925,13069,13509,13869,0.5645647969052224,0.4822098094727982,0.4023243763416982
2578,VILLA ALEMANA,29208,46332,53381,91418,93284,96896,98544,0.3194994421229955,0.4966768148878693,0.5509102542932629
2694,VILLARRICA,15851,20929,21744,49042,50205,53705,54948,0.3232127564128706,0.4168708295986456,0.4048785029326878
2789,VITACURA,38013,58756,60325,84393,85041,88737,89311,0.4504283530624578,0.690913794522642,0.6798178888175169
2547,VIÑA DEL MAR,78224,137327,161073,294906,295845,301101,301369,0.2652506222321689,0.4641856377494972,0.5349467454442197
2641,YERBAS BUENAS,7088,6730,5606,13768,13995,14545,14836,0.5148169668797211,0.480886030725259,0.3854245445170161
2673,YUMBEL,10736,9261,7476,19484,19700,19862,20144,0.5510162184356395,0.4701015228426396,0.3763971402678482
2834,YUNGAY,7345,6690,6891,15353,15687,16167,16320,0.4784081287044877,0.4264677758653662,0.4262386342549638
2557,ZAPALLAR,4236,4137,4909,7244,7356,7930,8709,0.5847598012147984,0.5623980424143556,0.6190416141235814
2844,ÑIQUEN,5994,4689,3258,10166,10235,10388,10642,0.5896124336022034,0.4581338544211041,0.3136311128224875
2777,ÑUÑOA,65013,113044,125217,182372,185175,195466,197198,0.3564856447261641,0.6104711759146753,0.6406075736956811
